Project_id,source_id,Address,Town,Province,Source_type,results,Improvement,Source_status,Date_of_completion,Comments
2858,SoMa33953224,"9 Yaya Touré Lane",Majengo,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2859,KiRu29760224,"161 Ziwa La Upendo Street",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2860,AmAm09946224,"15 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2861,KiHa22804224,"114 Tripoli Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2862,KiRu27139224,"2 Maseru Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2863,AmRu13154224,"41 Hurghada Street",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2864,HaZa21664224,"38 Kampala Road",Zanzibar,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2865,HaRu18879224,"55 Zuma Avenue",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2866,SoRu39349224,"31 Isicathamiya Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2867,SoRu39192224,"42 Hugh Masekela Avenue",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2868,HaSe21230224,"89 Afro Beat Road",Serowe,Hawassa,river,NULL,NULL,Backlog,NULL,NULL
2869,KiHa23417224,"134 Samora Machel Road",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2870,AmRu14192224,"119 Zinjathropus Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2871,AmRu13911224,"73 Timbuktu Road",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2872,HaRu20508224,"7 Gbenga Adeyinka Street",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2873,HaDj16742224,"110 Durban Road",Djenne,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2874,SoBa31535224,"136 Kwame Nkrumah Street",Bahari,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2875,SoMa34346224,"21 Lilongwe Drive",Marang,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2876,AkRu05274224,"78 Kenyatta Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2877,KiRu28730224,"125 Bahari Nzuri Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2878,AmRu15235224,"108 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2879,AkRu06790224,"25 Chakula Ramaphosa Drive",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2880,SoRu38110224,"28 Njia Ya Mlima Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2881,KiRu30073224,"136 Burna Boy Street",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2882,SoRu39287224,"16 Shakira Drive",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2883,SoRu35480224,"39 Monrovia Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2884,HaZa21800224,"34 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2885,SoRu38731224,"62 Mto Wa Ukarimu Street",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2886,AkRu08111224,"117 Pwani Ya Utukufu Road",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2887,HaRu18523224,"44 Kano Street",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2888,SoIl32806224,"140 Bahari Tamu Road",Ilanga,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2889,KiIs23716224,"120 Cape Coast Road",Isiqalo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2890,SoRu37985224,"54 Paka Dangote Street",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2891,SoRu37403224,"1 Soko Soyinka Road",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2892,AmRu14726224,"31 Nyama Choma Street",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2893,HaDe16330224,"12 Dangote Drive",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2894,HaDj16888224,"35 Fela Kuti Boulevard",Djenne,Hawassa,river,NULL,NULL,Backlog,NULL,NULL
2895,SoRu35116224,"35 Zamalek Parkway",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2896,AkHa00500224,"35 Ukingo Mkuu Drive",Harare,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2897,AkRu05701224,"140 Ramaphosa Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2898,KiZu30986224,"17 Yaounde Street",Zuri,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2899,AmAb09230224,"11 Fela Kuti Drive",Abidjan,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2900,HaDj16907224,"54 Fela Kuti Boulevard",Djenne,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2901,SoRu37993224,"9 Paka Dangote Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2902,AkRu02693224,"35 Nyota Avenue",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2903,AmRu15569224,"23 Jerusalema Lane",Rural,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2904,SoRu35772224,"82 Mombasa Road",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2905,AkRu07813224,"54 Ukingo Wa Mto Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2906,HaYa21353224,"69 Okapi Road",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2907,AmPw12485224,"78 Jengo Street",Pwani,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2908,AkRu08457224,"41 African Skies Street",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2909,SoRu38085224,"22 Njia Ya Mlima Avenue",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2910,KiRu25642224,"20 Kitale Drive",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2911,AkRu06698224,"15 Mbuni Nyerere Avenue",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2912,SoRu34985224,"3 Ebony Crest",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2913,SoKo33327224,"28 Chura Mandela Avenue",Kofi,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2914,AkRu05140224,"31 Luanda Boulevard",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2915,AkLu02408224,"52 Maji Matulivu Avenue",Lusaka,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2916,SoRu37256224,"65 Kofi Annan Avenue",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2917,KiRu29613224,"149 Bahari Nyeupe Street",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2918,HaRu17722224,"110 Tunis Road",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2919,SoMa34441224,"3 Usman dan Fodio Way",Marang,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2920,HaDe16640224,"15 Yvonne Chaka Road",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2921,HaAm16103224,"145 Kifaru Lumumba Road",Amina,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2922,HaRu17456224,"130 Rhodes Street",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2923,KiAm22496224,"57 Bahari Ya Upendo Road",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2924,SoMa34051224,"62 Yaya Touré Lane",Majengo,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2925,HaZa21636224,"13 Serengeti Court",Zanzibar,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2926,KiMr24405224,"49 Okocha Street",Mrembo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2927,KiRu26435224,"31 Harare Drive",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2928,HaRu19319224,"89 Kiboko Nkrumah Lane",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2929,KiIs23562224,"144 Langata Road",Isiqalo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2930,AkLu01629224,"74 Mogadishu Road",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2931,AmRu14988224,"32 Nyati Zuma Drive",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2932,KiZu30698224,"166 Banjul Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2933,KiHa23078224,"60 Bujumbura Street",Harare,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2934,KiMr25047224,"176 Afrobeats Street",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2935,SoRu39048224,"148 Youssou N'Dour Road",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2936,AmBe11192224,"168 Mbuzi Mbeki Street",Bello,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2937,AmRu13037224,"14 Cairo Road",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2938,AkRu05867224,"154 Mbeki Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2939,SoRu39644224,"6 Angelique Street",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2940,SoRu36677224,"106 Machel Lane",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2941,AkRu06056224,"37 Simba Road",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2942,AmAm09590224,"125 Lumumba Lane",Amina,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2943,KiRu28465224,"67 Sungura Amanpour Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2944,AmRu12903224,"13 Ostrich Run",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2945,AkHa00532224,"12 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2946,SoRu36243224,"19 Casablanca Road",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2947,KiRu25275224,"163 Mwanza Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2948,AkRu06845224,"185 Fisi Nkrumah Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2949,SoMa34182224,"122 Freetown Road",Marang,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2950,KiRu28241224,"86 Kipepeo Johnson Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2951,AkRu04974224,"85 Bissau Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2952,AmRu14853224,"45 Achebe Kifaru Drive",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2953,SoRu38744224,"1 Mto Wa Ukarimu Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2954,AmRu12913224,"30 Ostrich Run",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2955,KiZu31346224,"14 Kagame Court",Zuri,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2956,KiRu30324224,"51 Kinshasa Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2957,SoCh32207224,"9 Mali Avenue",Cheche,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2958,AkRu08310224,"6 Freedom Road",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2959,KiRu29763224,"23 Ziwa La Upendo Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2960,HaDe16636224,"101 Yvonne Chaka Road",Deka,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2961,SoBa31567224,"154 Kwame Nkrumah Street",Bahari,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2962,HaYa21549224,"13 Wangari Maathai Avenue",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2963,HaRu17289224,"3 Tangier Terrace",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2964,AmAs10510224,"174 Nadi Kijani Lane",Asmara,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2965,HaRu16976224,"186 Twiga Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2966,HaYa21373224,"44 Okapi Road",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2967,KiRu27334224,"54 Kaduna Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2968,SoRu38663224,"63 Mto Wa Ukarimu Street",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2969,SoRu35295224,"111 Nile Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2970,KiRu29839224,"25 Soweto Blues Boulevard",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2971,AkRu03554224,"145 Koinange Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2972,KiRu29297224,"75 Bahari Ya Faraja Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2973,HaRu19891224,"45 Chanzo Cha Furaha Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2974,SoRu34736224,"19 Simba Road",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2975,AmRu15009224,"57 Mbuni Soyinka Avenue",Rural,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2976,KiIs24074224,"35 Jengo Khama Avenue",Isiqalo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2977,KiRu29656224,"85 Ziwa La Upendo Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2978,HaRu20597224,"47 Gbenga Adeyinka Street",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2979,KiRu26776224,"34 N'Djamena Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2980,SoKo33065224,"31 Akili Parkway",Kofi,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2981,KiRu27217224,"51 Maseru Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2982,KiRu30214224,"17 Burna Boy Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2983,SoRu37393224,"93 Soko Soyinka Road",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2984,AkRu07031224,"6 Nungunungu Selassie Drive",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2985,SoRu37391224,"133 Soko Soyinka Road",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2986,SoRu36708224,"143 Kamuzu Banda Road",Rural,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2987,KiMr24355224,"18 Pretoria Avenue",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2988,AkKi01547224,"25 Femi Kuti Drive",Kintampo,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2989,SoRu35041224,"40 Fennec Way",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2990,KiZu31402224,"18 Mto Wa Maji Avenue",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2991,AkKi01281224,"22 Ziwa Nyeusi Street",Kintampo,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2992,KiRu30146224,"34 Burna Boy Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2993,KiHa22873224,"47 Dar es Salaam Drive",Harare,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2994,KiRu30261224,"41 Afro Blue Drive",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2995,AmRu13565224,"126 Casablanca Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2996,SoRu36013224,"192 Seychelles Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2997,HaRu17668224,"126 Constantine Road",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2998,SoRu39475224,"105 Angelique Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2999,SoRu38842224,"9 Cape Town Avenue",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
3000,KiMr24509224,"46 Okocha Street",Mrembo,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
